image,label,text_label,kfold
../datasets/original/sps montipora/spsmontipora_000397.jpg,0,sps montipora,2
../datasets/original/lps chalice/lpschalice_000402.jpg,5,lps chalice,2
../datasets/original/lps euphyllia/lpseuphyllia_000400.jpg,4,lps euphyllia,2
../datasets/original/sps acropora/spsacropora_000376.jpg,2,sps acropora,2
../datasets/original/zoa/zoa_001820.jpg,3,zoa,2
../datasets/original/sps acropora/spsacropora_002271.jpg,2,sps acropora,2
../datasets/original/lps euphyllia/lpseuphyllia_001293.jpg,4,lps euphyllia,2
../datasets/original/lps chalice/lpschalice_001790.jpg,5,lps chalice,2
../datasets/original/sps acropora/spsacropora_002396.jpg,2,sps acropora,2
../datasets/original/sps acropora/spsacropora_002002.jpg,2,sps acropora,2
../datasets/original/sps montipora/spsmontipora_000262.jpg,0,sps montipora,2
../datasets/original/sps acropora/spsacropora_000165.jpg,2,sps acropora,2
../datasets/original/lps acanthastrea/lpsacanthastrea_001186.jpg,6,lps acanthastrea,2
../datasets/original/zoa/zoa_001737.jpg,3,zoa,2
../datasets/original/other/other_003603.jpg,1,other,2
../datasets/original/sps acropora/spsacropora_006467.jpg,2,sps acropora,2
../datasets/original/sps montipora/spsmontipora_001704.jpg,0,sps montipora,2
../datasets/original/lps chalice/lpschalice_002022.jpg,5,lps chalice,2
../datasets/original/other/other_001955.jpg,1,other,2
../datasets/original/other/other_002345.jpg,1,other,2
../datasets/original/other/other_000436.jpg,1,other,2
../datasets/original/sps acropora/spsacropora_002745.jpg,2,sps acropora,2
../datasets/original/lps chalice/lpschalice_000991.jpg,5,lps chalice,2
../datasets/original/lps chalice/lpschalice_000356.jpg,5,lps chalice,2
../datasets/original/lps euphyllia/lpseuphyllia_001059.jpg,4,lps euphyllia,2
../datasets/original/sps acropora/spsacropora_005398.jpg,2,sps acropora,2
../datasets/original/lps acanthastrea/lpsacanthastrea_000746.jpg,6,lps acanthastrea,2
../datasets/original/sps montipora/spsmontipora_000895.jpg,0,sps montipora,2
../datasets/original/lps euphyllia/lpseuphyllia_001567.jpg,4,lps euphyllia,2
../datasets/original/other/other_002552.jpg,1,other,2
../datasets/original/zoa/zoa_001663.jpg,3,zoa,2
../datasets/original/sps acropora/spsacropora_000353.jpg,2,sps acropora,2
../datasets/original/lps chalice/lpschalice_000167.jpg,5,lps chalice,2
../datasets/original/other/other_002930.jpg,1,other,2
../datasets/original/other/other_003380.jpg,1,other,2
../datasets/original/zoa/zoa_000270.jpg,3,zoa,2
../datasets/original/zoa/zoa_000252.jpg,3,zoa,2
../datasets/original/sps acropora/spsacropora_002291.jpg,2,sps acropora,2
../datasets/original/sps acropora/spsacropora_005962.jpg,2,sps acropora,2
../datasets/original/sps acropora/spsacropora_001108.jpg,2,sps acropora,2
../datasets/original/sps montipora/spsmontipora_001534.jpg,0,sps montipora,2
../datasets/original/sps montipora/spsmontipora_001054.jpg,0,sps montipora,2
../datasets/original/lps acanthastrea/lpsacanthastrea_000646.jpg,6,lps acanthastrea,2
../datasets/original/zoa/zoa_001612.jpg,3,zoa,2
../datasets/original/sps acropora/spsacropora_004515.jpg,2,sps acropora,2
../datasets/original/zoa/zoa_001740.jpg,3,zoa,2
../datasets/original/sps acropora/spsacropora_001907.jpg,2,sps acropora,2
../datasets/original/sps montipora/spsmontipora_001045.jpg,0,sps montipora,2
../datasets/original/sps acropora/spsacropora_004888.jpg,2,sps acropora,2
../datasets/original/sps acropora/spsacropora_000391.jpg,2,sps acropora,2
../datasets/original/other/other_001448.jpg,1,other,2
../datasets/original/lps chalice/lpschalice_001422.jpg,5,lps chalice,2
../datasets/original/sps acropora/spsacropora_002487.jpg,2,sps acropora,2
../datasets/original/sps acropora/spsacropora_002189.jpg,2,sps acropora,2
../datasets/original/other/other_002700.jpg,1,other,2
../datasets/original/lps chalice/lpschalice_001443.jpg,5,lps chalice,2
../datasets/original/sps acropora/spsacropora_004585.jpg,2,sps acropora,2
../datasets/original/other/other_000180.jpg,1,other,2
../datasets/original/sps acropora/spsacropora_000295.jpg,2,sps acropora,2
../datasets/original/sps acropora/spsacropora_000023.jpg,2,sps acropora,2
../datasets/original/other/other_001533.jpg,1,other,2
../datasets/original/sps montipora/spsmontipora_001894.jpg,0,sps montipora,2
../datasets/original/sps acropora/spsacropora_004989.jpg,2,sps acropora,2
../datasets/original/zoa/zoa_000358.jpg,3,zoa,2
../datasets/original/zoa/zoa_001202.jpg,3,zoa,2
../datasets/original/other/other_002188.jpg,1,other,2
../datasets/original/zoa/zoa_001010.jpg,3,zoa,2
../datasets/original/sps acropora/spsacropora_002674.jpg,2,sps acropora,2
../datasets/original/lps acanthastrea/lpsacanthastrea_000135.jpg,6,lps acanthastrea,2
../datasets/original/sps acropora/spsacropora_003351.jpg,2,sps acropora,2
../datasets/original/other/other_000877.jpg,1,other,2
../datasets/original/lps euphyllia/lpseuphyllia_000686.jpg,4,lps euphyllia,2
../datasets/original/lps acanthastrea/lpsacanthastrea_000350.jpg,6,lps acanthastrea,2
../datasets/original/zoa/zoa_002502.jpg,3,zoa,2
../datasets/original/lps acanthastrea/lpsacanthastrea_001916.jpg,6,lps acanthastrea,2
../datasets/original/other/other_000326.jpg,1,other,2
../datasets/original/sps montipora/spsmontipora_001797.jpg,0,sps montipora,2
../datasets/original/sps acropora/spsacropora_002245.jpg,2,sps acropora,2
../datasets/original/sps acropora/spsacropora_000060.jpg,2,sps acropora,2
../datasets/original/zoa/zoa_001148.jpg,3,zoa,2
../datasets/original/lps euphyllia/lpseuphyllia_000634.jpg,4,lps euphyllia,2
../datasets/original/zoa/zoa_001289.jpg,3,zoa,2
../datasets/original/other/other_003585.jpg,1,other,2
../datasets/original/zoa/zoa_002131.jpg,3,zoa,2
../datasets/original/sps acropora/spsacropora_002637.jpg,2,sps acropora,2
../datasets/original/sps acropora/spsacropora_006031.jpg,2,sps acropora,2
../datasets/original/sps acropora/spsacropora_004688.jpg,2,sps acropora,2
../datasets/original/other/other_000564.jpg,1,other,2
../datasets/original/sps acropora/spsacropora_004165.jpg,2,sps acropora,2
../datasets/original/lps euphyllia/lpseuphyllia_000198.jpg,4,lps euphyllia,2
../datasets/original/zoa/zoa_000406.jpg,3,zoa,2
../datasets/original/zoa/zoa_001040.jpg,3,zoa,2
../datasets/original/other/other_002310.jpg,1,other,2
../datasets/original/sps acropora/spsacropora_004411.jpg,2,sps acropora,2
../datasets/original/lps acanthastrea/lpsacanthastrea_000920.jpg,6,lps acanthastrea,2
../datasets/original/sps montipora/spsmontipora_000228.jpg,0,sps montipora,2
../datasets/original/other/other_001748.jpg,1,other,2
../datasets/original/other/other_000102.jpg,1,other,2
../datasets/original/sps acropora/spsacropora_005924.jpg,2,sps acropora,2
../datasets/original/sps acropora/spsacropora_003382.jpg,2,sps acropora,2
../datasets/original/zoa/zoa_002478.jpg,3,zoa,2
../datasets/original/other/other_002793.jpg,1,other,2
../datasets/original/sps acropora/spsacropora_003558.jpg,2,sps acropora,2
../datasets/original/sps montipora/spsmontipora_001771.jpg,0,sps montipora,2
../datasets/original/lps acanthastrea/lpsacanthastrea_001454.jpg,6,lps acanthastrea,2
../datasets/original/other/other_003587.jpg,1,other,2
../datasets/original/lps chalice/lpschalice_000136.jpg,5,lps chalice,2
../datasets/original/sps montipora/spsmontipora_002140.jpg,0,sps montipora,2
../datasets/original/sps montipora/spsmontipora_001061.jpg,0,sps montipora,2
../datasets/original/lps euphyllia/lpseuphyllia_000673.jpg,4,lps euphyllia,2
../datasets/original/lps acanthastrea/lpsacanthastrea_001165.jpg,6,lps acanthastrea,2
../datasets/original/sps acropora/spsacropora_005737.jpg,2,sps acropora,2
../datasets/original/sps acropora/spsacropora_004832.jpg,2,sps acropora,2
../datasets/original/sps acropora/spsacropora_002904.jpg,2,sps acropora,2
../datasets/original/sps acropora/spsacropora_006436.jpg,2,sps acropora,2
../datasets/original/sps acropora/spsacropora_000850.jpg,2,sps acropora,2
../datasets/original/zoa/zoa_002404.jpg,3,zoa,2
../datasets/original/other/other_000510.jpg,1,other,2
../datasets/original/sps montipora/spsmontipora_000445.jpg,0,sps montipora,2
../datasets/original/sps acropora/spsacropora_002686.jpg,2,sps acropora,2
../datasets/original/sps acropora/spsacropora_000631.jpg,2,sps acropora,2
../datasets/original/other/other_000479.jpg,1,other,2
../datasets/original/sps montipora/spsmontipora_000524.jpg,0,sps montipora,2
../datasets/original/sps montipora/spsmontipora_000785.jpg,0,sps montipora,2
../datasets/original/sps acropora/spsacropora_006247.jpg,2,sps acropora,2
../datasets/original/sps acropora/spsacropora_006581.jpg,2,sps acropora,2
../datasets/original/sps acropora/spsacropora_004151.jpg,2,sps acropora,2
../datasets/original/sps acropora/spsacropora_000616.jpg,2,sps acropora,2
../datasets/original/sps acropora/spsacropora_003332.jpg,2,sps acropora,2
../datasets/original/sps acropora/spsacropora_006571.jpg,2,sps acropora,2
../datasets/original/sps acropora/spsacropora_003449.jpg,2,sps acropora,2
../datasets/original/zoa/zoa_000925.jpg,3,zoa,2
../datasets/original/lps acanthastrea/lpsacanthastrea_000168.jpg,6,lps acanthastrea,2
../datasets/original/zoa/zoa_000050.jpg,3,zoa,2
../datasets/original/lps acanthastrea/lpsacanthastrea_001561.jpg,6,lps acanthastrea,2
../datasets/original/other/other_001436.jpg,1,other,2
../datasets/original/zoa/zoa_002335.jpg,3,zoa,2
../datasets/original/other/other_001008.jpg,1,other,2
../datasets/original/sps acropora/spsacropora_003787.jpg,2,sps acropora,2
../datasets/original/lps acanthastrea/lpsacanthastrea_000193.jpg,6,lps acanthastrea,2
../datasets/original/other/other_002959.jpg,1,other,2
../datasets/original/sps acropora/spsacropora_003992.jpg,2,sps acropora,2
../datasets/original/other/other_001607.jpg,1,other,2
../datasets/original/lps chalice/lpschalice_002102.jpg,5,lps chalice,2
../datasets/original/sps acropora/spsacropora_006117.jpg,2,sps acropora,2
../datasets/original/lps acanthastrea/lpsacanthastrea_000562.jpg,6,lps acanthastrea,2
../datasets/original/zoa/zoa_002537.jpg,3,zoa,2
../datasets/original/zoa/zoa_000314.jpg,3,zoa,2
../datasets/original/sps acropora/spsacropora_004666.jpg,2,sps acropora,2
../datasets/original/lps chalice/lpschalice_001762.jpg,5,lps chalice,2
../datasets/original/sps acropora/spsacropora_001698.jpg,2,sps acropora,2
../datasets/original/sps montipora/spsmontipora_001326.jpg,0,sps montipora,2
../datasets/original/sps acropora/spsacropora_000563.jpg,2,sps acropora,2
../datasets/original/zoa/zoa_002125.jpg,3,zoa,2
../datasets/original/sps montipora/spsmontipora_000646.jpg,0,sps montipora,2
../datasets/original/sps acropora/spsacropora_002448.jpg,2,sps acropora,2
../datasets/original/lps acanthastrea/lpsacanthastrea_000473.jpg,6,lps acanthastrea,2
../datasets/original/zoa/zoa_002215.jpg,3,zoa,2
../datasets/original/lps chalice/lpschalice_002029.jpg,5,lps chalice,2
../datasets/original/other/other_001691.jpg,1,other,2
../datasets/original/other/other_003118.jpg,1,other,2
../datasets/original/lps acanthastrea/lpsacanthastrea_001578.jpg,6,lps acanthastrea,2
../datasets/original/lps euphyllia/lpseuphyllia_000694.jpg,4,lps euphyllia,2
../datasets/original/lps euphyllia/lpseuphyllia_000433.jpg,4,lps euphyllia,2
../datasets/original/zoa/zoa_001385.jpg,3,zoa,2
../datasets/original/zoa/zoa_001736.jpg,3,zoa,2
../datasets/original/sps acropora/spsacropora_002213.jpg,2,sps acropora,2
../datasets/original/lps acanthastrea/lpsacanthastrea_001160.jpg,6,lps acanthastrea,2
../datasets/original/lps chalice/lpschalice_000784.jpg,5,lps chalice,2
../datasets/original/sps acropora/spsacropora_003179.jpg,2,sps acropora,2
../datasets/original/zoa/zoa_001100.jpg,3,zoa,2
../datasets/original/other/other_001637.jpg,1,other,2
../datasets/original/lps chalice/lpschalice_000609.jpg,5,lps chalice,2
../datasets/original/sps montipora/spsmontipora_001003.jpg,0,sps montipora,2
../datasets/original/lps euphyllia/lpseuphyllia_000040.jpg,4,lps euphyllia,2
../datasets/original/sps montipora/spsmontipora_000629.jpg,0,sps montipora,2
../datasets/original/sps acropora/spsacropora_000641.jpg,2,sps acropora,2
../datasets/original/lps acanthastrea/lpsacanthastrea_000527.jpg,6,lps acanthastrea,2
../datasets/original/sps montipora/spsmontipora_001847.jpg,0,sps montipora,2
../datasets/original/lps acanthastrea/lpsacanthastrea_001795.jpg,6,lps acanthastrea,2
../datasets/original/sps acropora/spsacropora_003518.jpg,2,sps acropora,2
../datasets/original/sps montipora/spsmontipora_000412.jpg,0,sps montipora,2
../datasets/original/lps acanthastrea/lpsacanthastrea_000978.jpg,6,lps acanthastrea,2
../datasets/original/lps euphyllia/lpseuphyllia_001540.jpg,4,lps euphyllia,2
../datasets/original/sps montipora/spsmontipora_001697.jpg,0,sps montipora,2
../datasets/original/zoa/zoa_001228.jpg,3,zoa,2
../datasets/original/sps montipora/spsmontipora_001176.jpg,0,sps montipora,2
../datasets/original/lps chalice/lpschalice_001306.jpg,5,lps chalice,2
../datasets/original/other/other_000389.jpg,1,other,2
../datasets/original/sps acropora/spsacropora_004196.jpg,2,sps acropora,2
../datasets/original/other/other_000667.jpg,1,other,2
../datasets/original/sps acropora/spsacropora_002363.jpg,2,sps acropora,2
../datasets/original/sps acropora/spsacropora_001241.jpg,2,sps acropora,2
../datasets/original/other/other_001166.jpg,1,other,2
../datasets/original/zoa/zoa_002189.jpg,3,zoa,2
../datasets/original/sps acropora/spsacropora_004278.jpg,2,sps acropora,2
../datasets/original/sps montipora/spsmontipora_001638.jpg,0,sps montipora,2
../datasets/original/lps chalice/lpschalice_001956.jpg,5,lps chalice,2
../datasets/original/sps montipora/spsmontipora_000733.jpg,0,sps montipora,2
../datasets/original/sps montipora/spsmontipora_000567.jpg,0,sps montipora,2
../datasets/original/other/other_000270.jpg,1,other,2
../datasets/original/sps montipora/spsmontipora_001672.jpg,0,sps montipora,2
../datasets/original/sps acropora/spsacropora_002842.jpg,2,sps acropora,2
../datasets/original/lps chalice/lpschalice_000490.jpg,5,lps chalice,2
../datasets/original/sps montipora/spsmontipora_001766.jpg,0,sps montipora,2
../datasets/original/zoa/zoa_000932.jpg,3,zoa,2
../datasets/original/lps acanthastrea/lpsacanthastrea_000041.jpg,6,lps acanthastrea,2
../datasets/original/sps acropora/spsacropora_001672.jpg,2,sps acropora,2
../datasets/original/zoa/zoa_001103.jpg,3,zoa,2
../datasets/original/lps chalice/lpschalice_002289.jpg,5,lps chalice,2
../datasets/original/other/other_000035.jpg,1,other,2
../datasets/original/lps chalice/lpschalice_001902.jpg,5,lps chalice,2
../datasets/original/sps acropora/spsacropora_006336.jpg,2,sps acropora,2
../datasets/original/sps acropora/spsacropora_002676.jpg,2,sps acropora,2
../datasets/original/sps acropora/spsacropora_004719.jpg,2,sps acropora,2
../datasets/original/lps chalice/lpschalice_002024.jpg,5,lps chalice,2
../datasets/original/other/other_001751.jpg,1,other,2
../datasets/original/sps acropora/spsacropora_000413.jpg,2,sps acropora,2
../datasets/original/lps acanthastrea/lpsacanthastrea_000951.jpg,6,lps acanthastrea,2
../datasets/original/lps chalice/lpschalice_002295.jpg,5,lps chalice,2
../datasets/original/other/other_002699.jpg,1,other,2
../datasets/original/zoa/zoa_002380.jpg,3,zoa,2
../datasets/original/zoa/zoa_001256.jpg,3,zoa,2
../datasets/original/zoa/zoa_002453.jpg,3,zoa,2
../datasets/original/sps acropora/spsacropora_004506.jpg,2,sps acropora,2
../datasets/original/sps acropora/spsacropora_002804.jpg,2,sps acropora,2
../datasets/original/other/other_002111.jpg,1,other,2
../datasets/original/sps acropora/spsacropora_006126.jpg,2,sps acropora,2
../datasets/original/sps acropora/spsacropora_002323.jpg,2,sps acropora,2
../datasets/original/other/other_002532.jpg,1,other,2
../datasets/original/sps montipora/spsmontipora_000904.jpg,0,sps montipora,2
../datasets/original/sps montipora/spsmontipora_000611.jpg,0,sps montipora,2
../datasets/original/sps acropora/spsacropora_002257.jpg,2,sps acropora,2
../datasets/original/other/other_000948.jpg,1,other,2
../datasets/original/other/other_003697.jpg,1,other,2
../datasets/original/lps euphyllia/lpseuphyllia_000282.jpg,4,lps euphyllia,2
../datasets/original/sps acropora/spsacropora_001308.jpg,2,sps acropora,2
../datasets/original/other/other_000226.jpg,1,other,2
../datasets/original/sps acropora/spsacropora_004202.jpg,2,sps acropora,2
../datasets/original/sps montipora/spsmontipora_001059.jpg,0,sps montipora,2
../datasets/original/lps chalice/lpschalice_000110.jpg,5,lps chalice,2
../datasets/original/lps acanthastrea/lpsacanthastrea_000504.jpg,6,lps acanthastrea,2
../datasets/original/other/other_002774.jpg,1,other,2
../datasets/original/lps acanthastrea/lpsacanthastrea_000211.jpg,6,lps acanthastrea,2
../datasets/original/lps chalice/lpschalice_001949.jpg,5,lps chalice,2
../datasets/original/sps acropora/spsacropora_004538.jpg,2,sps acropora,2
../datasets/original/other/other_001867.jpg,1,other,2
../datasets/original/sps acropora/spsacropora_003434.jpg,2,sps acropora,2
../datasets/original/lps chalice/lpschalice_002125.jpg,5,lps chalice,2
../datasets/original/sps acropora/spsacropora_001724.jpg,2,sps acropora,2
../datasets/original/zoa/zoa_001399.jpg,3,zoa,2
../datasets/original/sps acropora/spsacropora_001732.jpg,2,sps acropora,2
../datasets/original/zoa/zoa_002308.jpg,3,zoa,2
../datasets/original/lps chalice/lpschalice_000008.jpg,5,lps chalice,2
../datasets/original/sps acropora/spsacropora_001131.jpg,2,sps acropora,2
../datasets/original/lps chalice/lpschalice_000352.jpg,5,lps chalice,2
../datasets/original/sps acropora/spsacropora_003595.jpg,2,sps acropora,2
../datasets/original/lps euphyllia/lpseuphyllia_001551.jpg,4,lps euphyllia,2
../datasets/original/other/other_001302.jpg,1,other,2
../datasets/original/lps chalice/lpschalice_001238.jpg,5,lps chalice,2
../datasets/original/lps acanthastrea/lpsacanthastrea_000445.jpg,6,lps acanthastrea,2
../datasets/original/lps acanthastrea/lpsacanthastrea_000813.jpg,6,lps acanthastrea,2
../datasets/original/lps euphyllia/lpseuphyllia_000575.jpg,4,lps euphyllia,2
../datasets/original/zoa/zoa_001661.jpg,3,zoa,2
../datasets/original/zoa/zoa_002111.jpg,3,zoa,2
../datasets/original/lps chalice/lpschalice_001321.jpg,5,lps chalice,2
../datasets/original/lps acanthastrea/lpsacanthastrea_002008.jpg,6,lps acanthastrea,2
../datasets/original/sps acropora/spsacropora_000192.jpg,2,sps acropora,2
../datasets/original/sps montipora/spsmontipora_001967.jpg,0,sps montipora,2
../datasets/original/sps acropora/spsacropora_001405.jpg,2,sps acropora,2
../datasets/original/lps euphyllia/lpseuphyllia_000693.jpg,4,lps euphyllia,2
../datasets/original/lps chalice/lpschalice_001995.jpg,5,lps chalice,2
../datasets/original/zoa/zoa_001153.jpg,3,zoa,2
../datasets/original/sps acropora/spsacropora_001852.jpg,2,sps acropora,2
../datasets/original/lps euphyllia/lpseuphyllia_001645.jpg,4,lps euphyllia,2
../datasets/original/other/other_002291.jpg,1,other,2
../datasets/original/other/other_000580.jpg,1,other,2
../datasets/original/lps acanthastrea/lpsacanthastrea_000448.jpg,6,lps acanthastrea,2
../datasets/original/sps acropora/spsacropora_001351.jpg,2,sps acropora,2
../datasets/original/other/other_001679.jpg,1,other,2
../datasets/original/lps chalice/lpschalice_000665.jpg,5,lps chalice,2
../datasets/original/lps acanthastrea/lpsacanthastrea_000357.jpg,6,lps acanthastrea,2
../datasets/original/sps montipora/spsmontipora_000630.jpg,0,sps montipora,2
../datasets/original/sps acropora/spsacropora_003345.jpg,2,sps acropora,2
../datasets/original/other/other_002504.jpg,1,other,2
../datasets/original/other/other_003483.jpg,1,other,2
../datasets/original/lps euphyllia/lpseuphyllia_000057.jpg,4,lps euphyllia,2
../datasets/original/lps chalice/lpschalice_000832.jpg,5,lps chalice,2
../datasets/original/sps montipora/spsmontipora_000501.jpg,0,sps montipora,2
../datasets/original/other/other_002010.jpg,1,other,2
../datasets/original/sps acropora/spsacropora_005501.jpg,2,sps acropora,2
../datasets/original/lps euphyllia/lpseuphyllia_001436.jpg,4,lps euphyllia,2
../datasets/original/other/other_000176.jpg,1,other,2
../datasets/original/sps acropora/spsacropora_002714.jpg,2,sps acropora,2
../datasets/original/sps acropora/spsacropora_001551.jpg,2,sps acropora,2
../datasets/original/lps chalice/lpschalice_001377.jpg,5,lps chalice,2
../datasets/original/sps acropora/spsacropora_000532.jpg,2,sps acropora,2
../datasets/original/sps montipora/spsmontipora_001252.jpg,0,sps montipora,2
../datasets/original/other/other_002486.jpg,1,other,2
../datasets/original/sps acropora/spsacropora_004197.jpg,2,sps acropora,2
../datasets/original/lps acanthastrea/lpsacanthastrea_000013.jpg,6,lps acanthastrea,2
../datasets/original/zoa/zoa_001227.jpg,3,zoa,2
../datasets/original/sps acropora/spsacropora_002231.jpg,2,sps acropora,2
../datasets/original/zoa/zoa_002265.jpg,3,zoa,2
../datasets/original/sps acropora/spsacropora_000264.jpg,2,sps acropora,2
../datasets/original/sps montipora/spsmontipora_001802.jpg,0,sps montipora,2
../datasets/original/sps acropora/spsacropora_006399.jpg,2,sps acropora,2
../datasets/original/sps acropora/spsacropora_006178.jpg,2,sps acropora,2
../datasets/original/lps acanthastrea/lpsacanthastrea_000204.jpg,6,lps acanthastrea,2
../datasets/original/sps acropora/spsacropora_005897.jpg,2,sps acropora,2
../datasets/original/lps acanthastrea/lpsacanthastrea_000958.jpg,6,lps acanthastrea,2
../datasets/original/lps euphyllia/lpseuphyllia_000624.jpg,4,lps euphyllia,2
../datasets/original/sps acropora/spsacropora_001716.jpg,2,sps acropora,2
../datasets/original/lps acanthastrea/lpsacanthastrea_000400.jpg,6,lps acanthastrea,2
../datasets/original/sps montipora/spsmontipora_000926.jpg,0,sps montipora,2
../datasets/original/sps acropora/spsacropora_005328.jpg,2,sps acropora,2
../datasets/original/sps acropora/spsacropora_006688.jpg,2,sps acropora,2
../datasets/original/lps euphyllia/lpseuphyllia_000064.jpg,4,lps euphyllia,2
../datasets/original/other/other_001422.jpg,1,other,2
../datasets/original/zoa/zoa_001817.jpg,3,zoa,2
../datasets/original/sps acropora/spsacropora_006414.jpg,2,sps acropora,2
../datasets/original/sps acropora/spsacropora_000594.jpg,2,sps acropora,2
../datasets/original/other/other_000332.jpg,1,other,2
../datasets/original/zoa/zoa_001106.jpg,3,zoa,2
../datasets/original/other/other_003286.jpg,1,other,2
../datasets/original/sps montipora/spsmontipora_001316.jpg,0,sps montipora,2
../datasets/original/sps acropora/spsacropora_005954.jpg,2,sps acropora,2
../datasets/original/lps chalice/lpschalice_001458.jpg,5,lps chalice,2
../datasets/original/other/other_000026.jpg,1,other,2
../datasets/original/sps acropora/spsacropora_000609.jpg,2,sps acropora,2
../datasets/original/sps montipora/spsmontipora_000227.jpg,0,sps montipora,2
../datasets/original/other/other_002518.jpg,1,other,2
../datasets/original/lps acanthastrea/lpsacanthastrea_000287.jpg,6,lps acanthastrea,2
../datasets/original/zoa/zoa_002274.jpg,3,zoa,2
../datasets/original/sps acropora/spsacropora_002716.jpg,2,sps acropora,2
../datasets/original/sps acropora/spsacropora_005086.jpg,2,sps acropora,2
../datasets/original/sps acropora/spsacropora_000237.jpg,2,sps acropora,2
../datasets/original/lps chalice/lpschalice_000131.jpg,5,lps chalice,2
../datasets/original/sps acropora/spsacropora_002907.jpg,2,sps acropora,2
../datasets/original/other/other_003681.jpg,1,other,2
../datasets/original/lps euphyllia/lpseuphyllia_000778.jpg,4,lps euphyllia,2
../datasets/original/sps acropora/spsacropora_002884.jpg,2,sps acropora,2
../datasets/original/other/other_003065.jpg,1,other,2
../datasets/original/sps acropora/spsacropora_004625.jpg,2,sps acropora,2
../datasets/original/sps montipora/spsmontipora_001922.jpg,0,sps montipora,2
../datasets/original/other/other_002858.jpg,1,other,2
../datasets/original/sps montipora/spsmontipora_001660.jpg,0,sps montipora,2
../datasets/original/other/other_002732.jpg,1,other,2
../datasets/original/zoa/zoa_000348.jpg,3,zoa,2
../datasets/original/sps acropora/spsacropora_003574.jpg,2,sps acropora,2
../datasets/original/lps chalice/lpschalice_000840.jpg,5,lps chalice,2
../datasets/original/sps montipora/spsmontipora_001974.jpg,0,sps montipora,2
../datasets/original/sps acropora/spsacropora_006771.jpg,2,sps acropora,2
../datasets/original/sps acropora/spsacropora_001032.jpg,2,sps acropora,2
../datasets/original/other/other_001508.jpg,1,other,2
../datasets/original/zoa/zoa_000895.jpg,3,zoa,2
../datasets/original/sps acropora/spsacropora_000248.jpg,2,sps acropora,2
../datasets/original/sps montipora/spsmontipora_000016.jpg,0,sps montipora,2
../datasets/original/lps acanthastrea/lpsacanthastrea_001513.jpg,6,lps acanthastrea,2
../datasets/original/sps acropora/spsacropora_001203.jpg,2,sps acropora,2
../datasets/original/zoa/zoa_001514.jpg,3,zoa,2
../datasets/original/sps acropora/spsacropora_003293.jpg,2,sps acropora,2
../datasets/original/sps acropora/spsacropora_002442.jpg,2,sps acropora,2
../datasets/original/sps acropora/spsacropora_001642.jpg,2,sps acropora,2
../datasets/original/other/other_000912.jpg,1,other,2
../datasets/original/other/other_001478.jpg,1,other,2
../datasets/original/other/other_003371.jpg,1,other,2
../datasets/original/sps acropora/spsacropora_000868.jpg,2,sps acropora,2
../datasets/original/zoa/zoa_002289.jpg,3,zoa,2
../datasets/original/sps montipora/spsmontipora_000731.jpg,0,sps montipora,2
../datasets/original/sps acropora/spsacropora_001791.jpg,2,sps acropora,2
../datasets/original/lps euphyllia/lpseuphyllia_000533.jpg,4,lps euphyllia,2
../datasets/original/zoa/zoa_001589.jpg,3,zoa,2
../datasets/original/sps montipora/spsmontipora_001309.jpg,0,sps montipora,2
../datasets/original/lps chalice/lpschalice_000795.jpg,5,lps chalice,2
../datasets/original/lps acanthastrea/lpsacanthastrea_001706.jpg,6,lps acanthastrea,2
../datasets/original/lps euphyllia/lpseuphyllia_001537.jpg,4,lps euphyllia,2
../datasets/original/sps montipora/spsmontipora_000270.jpg,0,sps montipora,2
../datasets/original/sps acropora/spsacropora_004312.jpg,2,sps acropora,2
../datasets/original/sps acropora/spsacropora_004158.jpg,2,sps acropora,2
../datasets/original/sps montipora/spsmontipora_000153.jpg,0,sps montipora,2
../datasets/original/zoa/zoa_000482.jpg,3,zoa,2
../datasets/original/sps acropora/spsacropora_004265.jpg,2,sps acropora,2
../datasets/original/sps acropora/spsacropora_006616.jpg,2,sps acropora,2
../datasets/original/other/other_002081.jpg,1,other,2
../datasets/original/sps acropora/spsacropora_003793.jpg,2,sps acropora,2
../datasets/original/other/other_003576.jpg,1,other,2
../datasets/original/sps acropora/spsacropora_006834.jpg,2,sps acropora,2
../datasets/original/sps acropora/spsacropora_005870.jpg,2,sps acropora,2
../datasets/original/sps montipora/spsmontipora_000244.jpg,0,sps montipora,2
../datasets/original/lps euphyllia/lpseuphyllia_000930.jpg,4,lps euphyllia,2
../datasets/original/lps chalice/lpschalice_000031.jpg,5,lps chalice,2
../datasets/original/sps montipora/spsmontipora_000277.jpg,0,sps montipora,2
../datasets/original/lps acanthastrea/lpsacanthastrea_001002.jpg,6,lps acanthastrea,2
../datasets/original/sps acropora/spsacropora_001115.jpg,2,sps acropora,2
../datasets/original/sps acropora/spsacropora_006550.jpg,2,sps acropora,2
../datasets/original/lps acanthastrea/lpsacanthastrea_000128.jpg,6,lps acanthastrea,2
../datasets/original/sps acropora/spsacropora_002237.jpg,2,sps acropora,2
../datasets/original/sps acropora/spsacropora_004248.jpg,2,sps acropora,2
../datasets/original/other/other_001584.jpg,1,other,2
../datasets/original/lps chalice/lpschalice_001148.jpg,5,lps chalice,2
../datasets/original/sps acropora/spsacropora_003233.jpg,2,sps acropora,2
../datasets/original/sps montipora/spsmontipora_001124.jpg,0,sps montipora,2
